key,$\Delta$dipole,RMSD,$\Delta$R0,$\Delta$R1,$\Delta$R2,MP2
21620,1.6840930610005544,0.10254185641034043,0.07866246924776382,0.6443309607562393,2.1431805680016667,6.2889932500017665
21691,1.9207885778232117,0.16232451868775427,0.07809560134456317,0.5430998430360441,2.107175540627525,5.869446750003426
21531,1.6848942948163177,0.15247430424549924,0.0780583395249024,0.6450614353427103,2.084120327422228,6.085934250000804
21781,1.9212407986316284,0.16280747314436858,0.0780507746734845,0.5430150261217085,2.100755187255401,5.931757500004835
21471,1.6850301396949097,0.10952318600258973,0.07794473287677178,0.6440165599575322,2.133214813243827,6.1311142500026605
21492,1.9226378399613016,0.14677310766272844,0.0777800995213372,0.5440440914396558,2.0989375179731558,6.019419249999309
21404,1.9207047922242761,0.15563696476434793,0.07725760216944631,0.543673917770065,2.0972628672186,5.889840500005441
21622,1.6867559212079535,0.10887647969470943,0.07689003182757362,0.6435314715067324,2.1235732671248955,5.90157475000435
21417,1.6865531964294644,0.13343153281362646,0.07679469732263984,0.6437531991772198,2.103515407708226,5.877980750005065
21742,1.6866442211567818,0.1219964038000558,0.07676330838083398,0.6435235981940736,2.115095878916239,5.884632250002539
21788,1.9203284749779315,0.14524808781246956,0.07664371910032797,0.5445137813084776,2.0996240814932707,5.829977000001421
21309,1.6863535841350463,0.12218789183911746,0.07662837702447056,0.6431036316335578,2.1238831055788303,5.923913750006804
21384,1.6869951885813441,0.15744238762327467,0.07642345540761164,0.6439979352774882,2.072240342462008,5.845789999998949
21264,1.9207799917694088,0.13985703189205426,0.07641988813173563,0.5448711200192289,2.0958059783534466,5.87396475000272
21689,1.9145084464856532,0.1583888527489346,0.07568986889394257,0.5442982817648622,2.1242988841219246,5.328981000005406
21434,1.688753357967815,0.13147808547151524,0.07554652855287569,0.6432858388211767,2.0870022880942276,5.630745750005062
21429,1.688870536211852,0.13617975529392343,0.07490287856275993,0.6423645055667899,2.0981610091234306,5.590899499998656
21470,1.9169826693552723,0.14044292478716,0.07483912605754164,0.5454028607035972,2.100205951743082,5.557014500003952
21555,1.6896218190173697,0.13313620328626197,0.07480267840424999,0.6427138487454479,2.0853373663765464,5.5255767500066355
21468,1.9127710994114673,0.15779032878394697,0.07429257438698506,0.5447793381106563,2.1138802403687036,5.219231250002494
21730,1.689079634434048,0.15424794782705367,0.0741559183354086,0.6416579247310111,2.0908821621178912,5.5429585000002035
21287,1.9136935503537222,0.1493754195368364,0.07392810848800745,0.545285736908086,2.1054708539732503,5.299237500005596
21695,1.68871345020802,0.1404044074520329,0.07392763724835633,0.6407858769300955,2.118946765828476,5.589268000006342
21685,1.9103249515511822,0.15449957730592304,0.07345811158352122,0.5453333099969616,2.1248484897364226,5.006634250005995
21638,1.6903465465720724,0.1444373822741532,0.07325464198539365,0.6408803615800898,2.098481431241116,5.3961235000053165
21383,1.6910995723536588,0.1552373855344558,0.07324990098023296,0.6416604638327327,2.065019058382776,5.374160999998345
21798,1.690715789318619,0.11763453740150581,0.07321395577540668,0.6405503920801355,2.1214865447857383,5.39668824999854
21758,1.9135551023702928,0.14263928134563306,0.07294624292422608,0.5458647630382952,2.0916910516086338,5.335067750000739
21372,1.6916234027905381,0.10046745510715534,0.07289087745595749,0.640323762868231,2.128446150491454,5.330110500000771
21611,1.9143859192047668,0.13065848443759429,0.07285910355783623,0.5465807508512786,2.093967271554063,5.368827250002894
21484,1.9112551560276325,0.16004564997453843,0.0728058948869037,0.5449548849445747,2.0933281896000264,5.185409000004064
21534,1.9096426272786051,0.15950537375463394,0.07278470114711785,0.545247843458697,2.1125529422566083,4.992139000001572
21576,1.6916273906381158,0.15403685679590604,0.07257105161622296,0.640856196620208,2.0754180739661394,5.277839750000766
21764,1.908522883323983,0.15466207391651995,0.0724078211462831,0.5457136473805351,2.1216314158512355,4.879251750006581
21523,1.6915632232541769,0.09139967675266406,0.0720519706066251,0.638632263962228,2.16313357932297,5.466591750003964
21750,1.9102257217857561,0.1431733304202053,0.07137791663711095,0.5464128232241698,2.09208324582047,5.081557749998744
21562,1.6933748153143915,0.10162352057964766,0.07112711357402404,0.6387323073977229,2.133755274842929,5.131883250007228
21520,1.9095108615859469,0.13903919262197648,0.07071554261332225,0.5468479591340004,2.08919741873902,5.0350600000037815
21690,1.907555153446205,0.13669767547155467,0.06994130697983689,0.5473482512589217,2.096703532209781,4.8513280000057435
21217,1.905585420402673,0.1453122702367631,0.06971874281163555,0.5470837148541368,2.1048721377204975,4.690499750003383
21445,1.909311809892589,0.12261443736637898,0.0697170083677137,0.5480670668032133,2.085892913642626,5.012846500002794
21214,1.6953770770166225,0.08957676923037844,0.06957364916344488,0.6373783889618049,2.143399085506234,4.951979000004876
21323,1.695641113940809,0.08931440345893865,0.0695368107505048,0.6374919976663878,2.1395122218506653,4.912948500003544
21604,1.696539403890399,0.1017537580402025,0.06937952840707388,0.6381330726887793,2.109655296738092,4.748355250001772
21367,1.9076123451500258,0.12735583866969696,0.06936379623639459,0.5480029643192672,2.0923983300255093,4.860677750003539
21721,1.696328272871799,0.12540546571364533,0.06932827261243957,0.6383117782950293,2.090743851946496,4.749484750006054
21794,1.695434362802039,0.09583490992040569,0.06932063547616327,0.6371542852016294,2.14095326445967,4.924871000000195
21202,1.6956700029955074,0.13183824230843974,0.06930613738969134,0.6379241536724453,2.0996133714278304,4.801818250002334
21501,1.6970279079935433,0.11147563590113971,0.06874167029160805,0.6375949514319025,2.1064834498584,4.680208749999046
21370,1.9051502662425823,0.13933461202957387,0.06842691848872143,0.5476381074023129,2.084524876147334,4.736683749999138
21312,1.9017592605452611,0.1447282587719056,0.06810271139066902,0.5478301553604861,2.1124792423851675,4.392939250003813
21659,1.6963805165163723,0.08889335479062355,0.06808580856742416,0.6355563935121564,2.1650953768028582,4.9359777500006885
21530,1.6976722814023724,0.15095405320676905,0.06800634456104898,0.6375578217442909,2.063229785291656,4.639107500004727
21724,1.9067553960357349,0.11388039773441375,0.06792377449203199,0.5491603257985429,2.0818221009631466,4.833507000002584
21298,1.9011479739331354,0.1369657360260758,0.06780345219920031,0.5483489673756018,2.120414488770239,4.320965000005401
21519,1.9002281546370168,0.13661130701350263,0.06771625121220483,0.5484152048771327,2.128178675325979,4.246731749998425
21772,1.69773715299001,0.12266586912516808,0.06764868514217155,0.6365092788973856,2.107879358736694,4.584640500001349
21398,1.6987439567223417,0.09702803601924691,0.06758475348304521,0.6366752081626573,2.1133491286454156,4.516243000004607
21647,1.9028333078366153,0.1445138885791019,0.06749245996463585,0.5477067599928671,2.08309449180301,4.584703250006541
21421,1.902438294931013,0.13940697747215766,0.06740574293954728,0.5481577646301188,2.093231786760044,4.498359250005173
21766,1.6991637022307318,0.08918821031695204,0.06704348631508764,0.6359438408401943,2.127049522254209,4.49955150000573
21469,1.6982971988509294,0.08896243499344134,0.06686302306127308,0.6350692024863639,2.1489515186525634,4.6473277500071575
21418,1.6990231746534494,0.13093465808556373,0.06677001402000161,0.6361021145881811,2.0937813143610358,4.443892250001795
21410,1.6995395345345736,0.14783074725385673,0.06664637078758773,0.6365812966124251,2.060551226077263,4.452740000002642
21533,1.69904619498878,0.10800442622167888,0.06647042277643218,0.6352771870286356,2.124753845293831,4.477024250005535
21441,1.8954767995076225,0.14452846135910627,0.0649444434849449,0.5491662231307147,2.11359289924242,3.9547560000061566
21377,1.7015538619721746,0.16328455044992546,0.0648523696659271,0.6354179623562809,2.030374465182007,4.380514750001296
21306,1.8931614866170752,0.13857895184049376,0.0642069472498783,0.5498300309698213,2.1293217569272476,3.768953250006213
21575,1.8966478992225555,0.12003361268021334,0.06398042602011847,0.5505428839749774,2.102261857550583,4.029867750005565
21676,1.8995593649166902,0.1059539810490822,0.06385708590862238,0.5510549088347438,2.076303476930809,4.3348954999987654
21503,1.7039814674595197,0.10376943678078465,0.06366035200111757,0.6340635215302924,2.0930268605231457,3.9676825000056226
21336,1.8970745529846604,0.11225769405963883,0.06343149317346998,0.5510269257033606,2.0910168165842804,4.09299425000313
21256,1.8969344565112338,0.11081064935545173,0.06333445326336838,0.5511377133258206,2.0918680078801133,4.0779970000017585
21233,1.891430623078374,0.15390387533335173,0.0632522984568424,0.5494653828539909,2.1119461376634723,3.7043835000051573
21334,1.7022222272034462,0.13974947532588622,0.06324901644432313,0.6327731778552319,2.1051361345856074,4.0872840000032795
21731,1.895491112836363,0.131879171938582,0.06308848967437909,0.5501001838548809,2.0793897627373825,4.0662000000065746
21431,1.8941028466209415,0.13989323371453696,0.06303754816596029,0.5498617824561676,2.0876554349616736,3.9420177500044318
21340,1.7030185760174925,0.13599155430149423,0.06293106743637175,0.6327211759231823,2.1015041072870426,4.014807749999001
21590,1.8955703387390443,0.12310514299446418,0.062823665779516,0.5506794444906538,2.0822785296058566,4.044112000007054
21672,1.7032481488586186,0.08055582078444164,0.06278160502526284,0.6317652454239228,2.1580880544461434,4.186617250000388
21436,1.704418035477388,0.1404513873063263,0.06268308463831175,0.6333022623802737,2.0711269845959888,3.925890999998778
21419,1.7047738763466493,0.11024259748011053,0.06217171113571821,0.6322842321568207,2.1118824142065318,3.8765695000020273
21403,1.8931517491519199,0.11446134520307229,0.062073063370026306,0.5515856987813307,2.104726515323404,3.7785540000069417
21423,1.705250186780156,0.09912139659496666,0.061855499503080856,0.631942784011532,2.1206925523931215,3.8522852499991345
21515,1.8907128876184964,0.13130771626124219,0.06173065975228298,0.5510900680022719,2.1100666224625533,3.624251750000589
21212,1.8954403937646631,0.09679445316527323,0.061199875447176186,0.5525659537655315,2.07079197864466,4.069588500001586
21628,1.7060891113915937,0.07846953573234824,0.06069009266966927,0.6303021906113241,2.15560671305299,3.902736250000167
21424,1.888899131320291,0.1323327397407145,0.06062264321392416,0.5514854803108131,2.1047903264266505,3.520902500001135
21473,1.7076615439006437,0.12969718756221302,0.06044762970274689,0.6317158699876019,2.070899231620289,3.6255695000026122
21458,1.8881529023746622,0.11101083512327292,0.06008695648869457,0.5526031428810203,2.1208707140615055,3.415168750000568
21657,1.8868143444847807,0.11496338701741991,0.0593743652682044,0.5527934266014989,2.1179321329497416,3.337484250002305
21761,1.7087414506440477,0.15416986475743194,0.05936939530823767,0.6311525144219287,2.0316743442848355,3.6780912500055507
21709,1.8853888410474577,0.11855295754336405,0.0590802445874178,0.5528160492522171,2.1248100631412004,3.2444887500034625
21540,1.8882060146993866,0.09988819724981064,0.05892638821763809,0.5534811050691482,2.103449679953717,3.4422767500052487
21539,1.890923819927109,0.09325753616064854,0.05865089201232386,0.553718673946597,2.066048853477392,3.7889705000038276
21625,1.8711915831690107,0.16753486185081148,0.05845406173855769,0.5512502008824599,2.1989356079975955,2.744559500006538
21713,1.7090172990775925,0.11194897596175175,0.05800346416478478,0.6285416969682874,2.126145340084188,3.484570250000125
21456,1.709315313483745,0.09945656615453742,0.057902160761812836,0.6284161391355202,2.1346398489601053,3.491347249999066
21390,1.885529321821109,0.09676135214787399,0.05745220299347545,0.5542380114509442,2.1041374231519865,3.2667022500044496
2790,1.713102874852529,0.09516011011442277,0.056073115822237195,0.6278717877661016,2.108493183569077,3.1238205000067154
21272,1.7140973996326612,0.08263581189699094,0.055598707600855425,0.6276258561263768,2.110139968277094,3.051532500000178
21247,1.8808549135608295,0.10877378062247207,0.05550575897909045,0.5547201972234533,2.1066955439593156,2.9816290000036716
21796,1.8823518838138544,0.09115861300121825,0.055374059666263686,0.5553476181492689,2.0988111124581628,3.0788287500026
21246,1.8850245555628908,0.08661316617010646,0.05523921700969924,0.5555691138634713,2.06405915823396,3.4067602500003957
21270,1.7145570864245059,0.1520406051733926,0.05486998764693955,0.627660144405909,2.0274390621160676,3.193033749999614
21550,1.8752343030707639,0.1414396521855971,0.05480059843013701,0.5540714944086843,2.1300095491535425,2.664302250000503
21591,1.8759353751860919,0.13114814646647083,0.05432931193790621,0.5545968870701171,2.1209731987038962,2.6934182500018977
2963,1.7156235945337073,0.09363193534312464,0.05407317493761287,0.6263299003222541,2.109213346913986,2.91141174999904
21559,1.8649098383794505,0.15835645733405787,0.05395306724408297,0.5538333998787933,2.1936887771493465,2.361219749998824
2616,1.7160566337377539,0.09340395990655247,0.05381651586019872,0.6261970602907831,2.106933625622448,2.874828500004014
21596,1.8650593614843758,0.1581076269044807,0.053704484337780745,0.5540139094914871,2.1901989553744126,2.3434615000008563
21711,1.716278344549932,0.08752878211554911,0.05337099779487902,0.6255990035792102,2.119212487681782,2.872381250006626
21785,1.879007429475611,0.08527223499385408,0.05311693069185427,0.5565508935261874,2.091111811204293,2.8964145000065855
21656,1.7173547673228067,0.08400754788049623,0.05307456123270005,0.6257603201948971,2.106558034163247,2.7770640000029445
21465,1.8786211036298364,0.09713280347505197,0.05293175427503198,0.5561050686716178,2.079161486401237,2.9341272500058935
21107,1.7174742200764879,0.09212019391090896,0.05290351434547648,0.6256460440592678,2.1017520560561636,2.759494000002718
2692,1.7178799757128618,0.0805489449570922,0.05240426926144531,0.6250234336244253,2.116806125794664,2.746002750001111
21284,1.8619793354488228,0.1537411170520622,0.05222406318299958,0.554802190069848,2.195133727776808,2.220095000003788
21549,1.8741646444740223,0.1257358418417266,0.05203005741630439,0.5555673735374917,2.0900937391131174,2.6543250000042917
21332,1.8637766561201312,0.1553749304873978,0.052005938649728724,0.5550562681720831,2.180096724623191,2.2114355000006825
21684,1.8769893882427837,0.08240325114862324,0.05181561211945502,0.5572328466799765,2.0872854100985125,2.788484500002646
21262,1.717203829380681,0.08311041110791526,0.05173049265768398,0.6234665798596891,2.159140912458524,2.9419710000039245
21613,1.718363946216936,0.16181244899187844,0.05165182176417555,0.6250722842139087,2.0120800241852494,2.988217750004871
2835,1.719406128863073,0.08638530368199594,0.05144860020212933,0.6245361103887634,2.104457893172937,2.6109647500014077
21723,1.8726122602904134,0.11560762315812344,0.05133274003938756,0.5564730235055473,2.106877654462883,2.505042750003099
21044,1.7195521276738566,0.08413770577772174,0.05133161678565731,0.6244260948279233,2.1064235072238247,2.6019914999990945
21496,1.8768051897479145,0.08231454217189739,0.05132371247259425,0.557399981419983,2.0756457769016605,2.83040150000204
21176,1.7196595837410573,0.08724594842635883,0.050999306292082665,0.6240154458473904,2.11085578482822,2.5932692499997145
21527,1.8572734147858043,0.15977532110364379,0.050995542955916975,0.5551571238937887,2.2076826909947487,2.11009425000686
21205,1.7209666556671974,0.07584913530699129,0.05022675498315441,0.6235238082891543,2.1128221803352325,2.503913249998817
21479,1.8742339676895674,0.07759572243370813,0.050093391276415836,0.558206761153046,2.0848662709851973,2.6332409999986695
21120,1.871900108440672,0.09444686900333475,0.05005033511313575,0.5577479591976482,2.1030305327088374,2.453838750002184
21211,1.7212766548780973,0.13207555471707494,0.050044300124846494,0.6240346572821441,2.0338270473947913,2.6273425000010775
21481,1.8718725564415284,0.09931727970968032,0.050038540455983764,0.5575737187023533,2.098620109272841,2.4677064999992737
21570,1.7182351311675557,0.1473493797801405,0.04997681693833503,0.6221790607070496,2.10308620489678,2.6434692500067314
21544,1.8581812515326452,0.14316598565830044,0.049328636834397664,0.5565590593312053,2.1917032217298065,2.0009720000023634
21009,1.7220016886548974,0.07482434708842352,0.049327268391441956,0.6227708467941703,2.1159715202512674,2.429931000003691
21099,1.7220780210781244,0.07488330971317085,0.04932168180860937,0.622807039593428,2.114366064639764,2.4222755000034013
21726,1.8732255293190083,0.08057552303448652,0.04927630447591713,0.5583906144625177,2.072513007864494,2.6355000000072337
21073,1.722193811097932,0.08338295618088189,0.0492345156102934,0.6228093745855933,2.1073586079326465,2.4013169999992456
2832,1.7223029068542235,0.08632771863596114,0.04909134774049298,0.6226812329841418,2.1065375414923757,2.3903985000054107
21506,1.72087312744407,0.09339571404702293,0.04876308736260195,0.6214591467695273,2.136191165296953,2.5367315000033486
21139,1.722705669595637,0.07236025955936772,0.048718219016946236,0.6222504105256906,2.1193822337910753,2.384123500003419
2916,1.8689733230968815,0.09428475025001698,0.04868090231359247,0.5584507048111267,2.1092225676216922,2.2795192500071337
21331,1.7222390562191356,0.16511555922108753,0.04852438906921025,0.622560350681551,2.002694914847339,2.7699732500047958
21198,1.8683779588678475,0.09074412099843207,0.048095354942115365,0.5588246049734814,2.1053920970511113,2.2517209999988452
2775,1.7237462134073742,0.08045589605608698,0.04809075795603225,0.6219720233133895,2.1074988927799274,2.2893710000018785
21652,1.8619431151964272,0.11254863554385405,0.04806336982580071,0.5581304291889083,2.1606285791224535,1.9827117499985292
2968,1.723573553388336,0.07210015825573529,0.04804376210492452,0.6217441645671822,2.1192806442562766,2.3203694999985203
21145,1.7242899769905295,0.08400247576578723,0.04779017620202226,0.6218597021308158,2.1007599098977914,2.2458225000012533
2690,1.7244503821502564,0.08087796208579856,0.04755604997502714,0.621580903076363,2.1066369569365286,2.237790500005481
21013,1.86760629162001,0.08860810023265862,0.04752739412347616,0.5591571878751351,2.1033150712196975,2.213004250005639
2689,1.724641588283601,0.07661518794610028,0.04746025665888352,0.6215175207842911,2.1084361838700527,2.228189750004752
2779,1.724974478910636,0.08118969969951283,0.047375208358667986,0.6216125693260416,2.099211698416399,2.198948250001891
21452,1.8601941903547552,0.1236122315453309,0.047367040824185525,0.558323485936691,2.1613345437100486,1.9077882500057797
21227,1.7250696846200433,0.12273215989425132,0.04735651371608762,0.6220017610327643,2.044555281918824,2.3006660000001133
21391,1.8597630554392564,0.11771376500216486,0.047235097420501644,0.5584472223241166,2.1650957179288093,1.8979992499983922
21521,1.8642120072222976,0.13798748780299205,0.04691608618221609,0.5575147262648513,2.080738127151936,2.158098000001587
2737,1.8664782666133553,0.0868397673043225,0.046904343423533175,0.5595213420892305,2.1047083073035577,2.14856000000605
2973,1.7259066091876774,0.07336550950383888,0.04647870457887203,0.6207574082845343,2.11070624927932,2.1427242500047328
21454,1.7226530788050254,0.09483897239782751,0.0463846003785656,0.6187174711723556,2.181371311120892,2.646920500006935
2682,1.865027457362442,0.08884335819323626,0.04637120053920935,0.559753519419234,2.1102160756709054,2.0640357500036544
2789,1.8657520481734606,0.08429771881799812,0.04633169448848584,0.5598664821885597,2.1021142553867307,2.1140475000040126
21414,1.8553209319233575,0.15047890375304537,0.04600983981528825,0.5584074768862294,2.1673418188007294,1.7366062500028079
21682,1.727194408115025,0.09826288941223568,0.04600036440453519,0.6209779868200019,2.0645057490705807,2.0872532499985397
21467,1.8500107890117734,0.160474939918916,0.04590416109829917,0.558054979806274,2.2002654253347114,1.7246837500061574
2807,1.8647237646188866,0.08373720319310213,0.045572383284591934,0.5602406546642198,2.097221504547465,2.071754000000219
21003,1.7275224073230706,0.08747137444775788,0.04556882898374802,0.6204080001013152,2.0877001511126916,2.025256250005256
21030,1.8642108529186083,0.08676463489540699,0.045525262750837375,0.5602022460173509,2.101404990494303,2.0366767500049576
2992,1.8635908805594412,0.08807692321899803,0.04551914579869987,0.5602027176665175,2.109485185383384,1.990367249998819
21675,1.8683922495995546,0.09040594483262078,0.04551138632328487,0.5603149562382421,2.0406582663953605,2.5665377499994335
2989,1.8639839069028823,0.08423562718998939,0.04547705515536275,0.5603101390209766,2.1055512234894507,2.0147142500069037
2915,1.7279839967317694,0.08192697249333501,0.0451488147077004,0.6200082329969442,2.0948341381311346,1.9919360000037756
2630,1.8635284884472443,0.08353696301534475,0.045101902493383,0.5605087625113137,2.1028115459877927,1.9962657500053282
21714,1.8476566406991954,0.15061466060759254,0.045014554469768174,0.5585633747073984,2.208205109594395,1.6876612500015398
2738,1.8631109073136813,0.086129775359985,0.04493994303809326,0.5605221419651004,2.1026710235545307,1.9767505000046626
21573,1.8514299768884261,0.14277627138189483,0.04492070361164451,0.559031271903278,2.1877525928764823,1.6688362500044818
21093,1.7278870961696857,0.07420428024916134,0.04490271124158699,0.6195486772001327,2.1109514380368086,2.006431249999281
2964,1.7284870901723624,0.0835248428703525,0.04477100038168944,0.6197392578687286,2.093114241331189,1.958302000003087
21453,1.8552139767955975,0.1208417861181077,0.04473884068717015,0.5597271274210982,2.1663982097213514,1.6936225000043237
2979,1.7282624943475307,0.07881764795115412,0.04466290245324564,0.6194306360860341,2.1058842257257613,1.97493075000569
21076,1.7287221266386683,0.08727581253129568,0.04458107506111518,0.6196110967582181,2.0901759886002536,1.9426772500032996
2918,1.8625143671443372,0.0850824864689783,0.04446904750777139,0.5607749816078477,2.099618683832629,1.9525290000069617
21235,1.8460434005623196,0.1609991679917436,0.04445661168614784,0.5587535815639881,2.2092396028841237,1.6427322500026165
21499,1.8551648782466286,0.11363482064661294,0.0444562942454742,0.5599925996729002,2.165347080073677,1.6818255000002225
21777,1.7279857573001067,0.10637632189606139,0.04443074637009292,0.6191081385463464,2.094419697508613,1.9750562500071567
2822,1.8619990162302749,0.08085478653338261,0.04400654400652686,0.5611161301365681,2.098110349777437,1.92736625000272
21663,1.8494829184016424,0.13419387372880734,0.04400027779232359,0.559567109658182,2.192561753000382,1.6151850000061785
21228,1.7277976608645538,0.17283700554447204,0.04395047595853277,0.6187753894344938,1.987476331030585,2.5258757500057882
2833,1.8612550803775176,0.08629283299823967,0.04393230006505023,0.5610361969453704,2.103347181602098,1.8814332500009812
21432,1.7280019123775376,0.1699591778400215,0.04392285940633559,0.6188292079568529,1.9909475797624434,2.477746500000677
2967,1.7293567185342986,0.07752449113044643,0.043825252100035655,0.6187981499745983,2.106553748189602,1.9037095000071602
2862,1.8617466068411561,0.07815493476651408,0.04375439060112098,0.5613110804314407,2.0970946391388448,1.9155692499986188
21206,1.7262890134412903,0.15912184396711307,0.043658817133299194,0.6172875821791576,2.089613456001708,2.0570705000069722
2858,1.8612253450323908,0.0828668671934222,0.04361581236369122,0.5612600163858037,2.0976004725643937,1.8908457500039688
21696,1.728574270161892,0.16773547935931285,0.04353358682321138,0.6185484844213599,1.9917632171234863,2.4324410000062713
21582,1.847820661810797,0.14005950239340387,0.043418069285850826,0.5597930759963046,2.195509164008602,1.5734562500045257
21699,1.863572503934421,0.06733899786092953,0.04340774384361407,0.5617182768433435,2.0659237651680096,2.1293585000045923
21552,1.7299584017195653,0.08182517607614462,0.04332691984863844,0.6184228160811092,2.104104707922296,1.8608512500012253
21317,1.7298681923959744,0.14607776269195138,0.043317871881196894,0.6187652097463299,2.0211145347279142,2.108337250004162
21307,1.7307637457402916,0.11875371536783702,0.04312138297355766,0.6188133436409673,2.0401340403975383,1.9444342500059975
21592,1.849819478031918,0.12795593145607,0.043041759865556924,0.5603470065371862,2.1823977258681864,1.5519330000071463
2661,1.8585214642875043,0.0882315329127556,0.04296658044751966,0.5615311487122472,2.116967412237392,1.7304567500022827
2781,1.860060635521339,0.08049915123056438,0.04292244594539516,0.5616825953918472,2.0983753264625626,1.8293507499987172
21064,1.8597537889503106,0.08515530792099499,0.042846949115977466,0.5615926563396779,2.0972057933020722,1.8199382500046468
21343,1.8560335170018325,0.15016272888630738,0.04276040661437267,0.5590508155719339,2.070128649714588,1.813663250002655
2852,1.8588527523454152,0.08500446350386359,0.042707723256143755,0.561720424361457,2.107864146404674,1.7541135000067598
21220,1.7287418567020187,0.1181948495688881,0.04270003110145926,0.6170687087806257,2.1112759097082017,1.916322249998501
21744,1.7284870603829814,0.13606814861203956,0.04262519681031273,0.6168948595268119,2.099579768310817,1.9175144999990579
21664,1.855297102567952,0.15021772383847812,0.04259198743386463,0.5593900997194499,2.081710706293842,1.7254367500060397
21127,1.8603018666023998,0.0701824262132799,0.04256460261646105,0.5621075835329098,2.0922338417274444,1.852254500003312
2955,1.857766152329343,0.08250926932920981,0.04234551120191271,0.5619815978289208,2.116060382190879,1.6914890000061433
21514,1.7315141040234965,0.08149514066050356,0.04229866015363945,0.6177620979503079,2.099270585071277,1.7617062500018577
21727,1.732044612567638,0.11089979789100277,0.042192574684191714,0.6181154605207214,2.041714615052982,1.8575255000024882
2856,1.85886940681873,0.07996960569090152,0.04215554624219972,0.5620801929411746,2.0958749760409914,1.7767035000032294
